lambda_penalty,omega_n,zeta,n_rollouts,discounted_task_return_mean,discounted_task_return_std,discounted_train_return_mean,discounted_train_return_std,discounted_theta_variation_mean,discounted_theta_variation_std,theta_variation_sum_mean,theta_variation_sum_std,success_rate,final_distance_mean,final_distance_std,mean_abs_theta_tracking_error_mean,mean_abs_theta_tracking_error_std,mean_motor_pair_clip_abs_sum_mean,mean_motor_pair_clip_abs_sum_std,model_dir
4.0,4.0,0.4,333,78.02617816309193,65.65005816331167,69.22017122363805,65.74519111601438,2.201501734863471,0.05429268701114429,10.117227046048498,0.07268548560431237,0.933933933933934,1.0708273358067453,0.007211644760113043,0.41765015622201745,0.0035117736926009793,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_4_lambda_sweep_lam_4p0_20260523_002608
4.0,6.0,0.4,333,210.25512778977858,30.53788956231458,201.73179109620065,30.43894218057595,2.130834173394485,0.08614008265089165,11.704317246174982,0.23824822667040507,1.0,0.7437385954689707,0.01681619111030841,0.3478219890895371,0.008734355576823796,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_4_lambda_sweep_lam_4p0_20260523_002608
4.0,8.0,0.4,333,253.4876093104583,24.870581402191583,244.6097597229165,24.85708897190555,2.219462396885441,0.05709516862356639,13.175526466811784,0.16033987445167222,1.0,0.567797379283084,0.0033151183036179673,0.3085312589422825,0.003669024505742283,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_4_lambda_sweep_lam_4p0_20260523_002608
4.0,10.0,0.4,333,301.3374991331006,25.909761906056232,292.34472753063847,25.877634619798176,2.2481929006155292,0.06291253084595518,13.768421413729145,0.1591475394322836,1.0,0.4051318426175148,0.0038844097732490448,0.2623703453783487,0.003095645649991346,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_4_lambda_sweep_lam_4p0_20260523_002608
4.0,12.0,0.4,333,342.75989014433,25.833748266797908,333.96896949338236,25.796391326455808,2.1977301627368964,0.0625703904261825,13.600742183567272,0.1825332548098033,1.0,0.28750607335681705,0.0022631075587386815,0.21277954054835527,0.002819286756788915,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_4_lambda_sweep_lam_4p0_20260523_002608
6.0,4.0,0.4,333,205.5475317740421,27.33065251560486,196.26724943135153,27.162080585651672,1.546713723781765,0.04588556120362281,7.9702490275175455,0.19643954170251698,1.0,0.6804899756307385,0.056036712290971034,0.3187818937179339,0.010225773552836123,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_6_lambda_sweep_lam_6p0_20260523_004047
6.0,6.0,0.4,333,311.93815073807116,25.26990116148722,302.09479551428774,25.167047356484712,1.6405592039639063,0.04877586215160941,9.255772545575738,0.14472800244350562,1.0,0.3785553717799519,0.03528978806934585,0.2659358015577365,0.005395029456098737,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_6_lambda_sweep_lam_6p0_20260523_004047
6.0,8.0,0.4,333,413.70174993987376,29.200981021802214,404.07233690520746,29.052037182423696,1.6049021724443806,0.049024441604633075,9.441894276362673,0.1761700284046977,1.0,0.24676491490510813,0.02459347640325799,0.20980261860268964,0.004117636902812914,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_6_lambda_sweep_lam_6p0_20260523_004047
6.0,10.0,0.4,333,517.6927430682149,35.438116351682595,508.8287412962422,35.323469465038386,1.477333628662097,0.04554097634212642,8.599883439972494,0.15821968230167668,1.0,0.1225727918805524,0.016792010887509725,0.15120799287561731,0.0031012049268228283,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_6_lambda_sweep_lam_6p0_20260523_004047
6.0,12.0,0.4,333,533.471338906916,35.25080822513064,526.0993177408109,35.213703501612756,1.2286701943508678,0.0399382639496434,6.302881216896032,0.11133186999232496,1.0,0.08173069224457605,0.01856938974270193,0.08718673187117952,0.0018320840356131729,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_6_lambda_sweep_lam_6p0_20260523_004047
8.0,4.0,0.4,333,70.23694093149543,45.37405214847158,57.10379238452032,45.17536356474369,1.6416435683718866,0.06677223304619272,6.939707498305032,0.11561711884556684,1.0,0.5811623489993337,0.0831376663412298,0.288081258457327,0.006060914883099509,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_8_lambda_sweep_lam_8p0_20260523_005533
8.0,6.0,0.4,333,172.53258091121836,44.861735066561096,161.44151535013418,44.61381119919718,1.3863831951355219,0.09540582538403257,7.2227531637739135,0.26837455020556067,1.0,0.441939339332604,0.007717147573315665,0.2086908816845976,0.01290254844332381,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_8_lambda_sweep_lam_8p0_20260523_005533
8.0,8.0,0.4,333,284.8133262306322,42.81337883903673,274.5366454110094,42.793636802347834,1.2845851024528565,0.04251794219136249,7.376375466854807,0.1426191920105398,1.0,0.3054243585913384,0.006541146528467997,0.15919665438670252,0.0029937786961999457,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_8_lambda_sweep_lam_8p0_20260523_005533
8.0,10.0,0.4,333,342.2515152766605,39.44696498383799,332.359176528256,39.32455322472477,1.2365423435505654,0.045476315745012805,7.164969294495732,0.1695295185040179,1.0,0.1900264137758032,0.005920911869575522,0.11733430568249548,0.003641630479630681,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_8_lambda_sweep_lam_8p0_20260523_005533
8.0,12.0,0.4,333,421.7601084973866,40.99385250908675,412.7466663041995,40.91743399987377,1.1266802741483959,0.04167466556868447,6.144337510630181,0.15636316037708278,1.0,0.09672965292700623,0.002361133782767782,0.07440725772113056,0.00253068041941936,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_8_lambda_sweep_lam_8p0_20260523_005533
10.0,4.0,0.4,333,50.65840228065356,5.18341255708022,30.801689779266596,5.6280990601181,1.9856712501386962,0.0584066438519753,8.058458111285269,0.10524184182173088,1.0,0.6698599169325309,0.03897382010317841,0.3306802076238329,0.006437401461681813,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_10_lambda_sweep_lam_10p0_20260523_011011
10.0,6.0,0.4,333,68.79756864655388,28.332807318403926,51.684749120741685,27.777246364748404,1.7112819525812206,0.1515450667039567,8.47497623471432,0.481041232041413,1.0,0.5516223374736857,0.02784079745556709,0.24487831267261653,0.017954124244170068,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_10_lambda_sweep_lam_10p0_20260523_011011
10.0,8.0,0.4,333,191.80315522247398,18.2317131169796,177.50844865460894,18.5255723671755,1.4294706567864992,0.0773285185791979,7.840690220726179,0.29253106805695256,1.0,0.31805268407365284,0.025509734794626423,0.16372296246992554,0.0064705865354942995,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_10_lambda_sweep_lam_10p0_20260523_011011
10.0,10.0,0.4,333,306.73287135002016,16.256961704051616,294.72117684091023,16.186780190263857,1.201169450910991,0.07762271787123928,6.297883111684896,0.34428362263707696,1.0,0.14526090378789977,0.01586925739367969,0.09547684274687739,0.006004713298053325,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_10_lambda_sweep_lam_10p0_20260523_011011
10.0,12.0,0.4,333,316.2250197005207,18.26135519178464,306.1228194021942,18.423006021834357,1.0102200298326465,0.07765612574638313,4.326305684762204,0.2570558433375534,1.0,0.051680227352703,0.0066280940177645895,0.04679455355972708,0.00266352698346759,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_10_lambda_sweep_lam_10p0_20260523_011011
