lambda_penalty,omega_n,zeta,n_rollouts,discounted_task_return_mean,discounted_task_return_std,discounted_train_return_mean,discounted_train_return_std,discounted_theta_variation_mean,discounted_theta_variation_std,theta_variation_sum_mean,theta_variation_sum_std,success_rate,final_distance_mean,final_distance_std,mean_abs_theta_tracking_error_mean,mean_abs_theta_tracking_error_std,mean_motor_pair_clip_abs_sum_mean,mean_motor_pair_clip_abs_sum_std,model_dir
0.0,4.0,0.7,333,169.8649059098936,64.80671667675351,169.8649059098936,64.80671667675351,4.127098531136425,0.14542964974862616,18.753707927626056,0.20084706393490084,1.0,0.556326865747691,0.011116755448267988,0.47250670859555605,0.004924778213742246,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_0_lambda_sweep_lam_0p0_20260522_235627
0.0,6.0,0.7,333,421.4816019622544,26.666246690402932,421.4816019622544,26.666246690402932,3.8820929485481,0.18626892634671272,21.026795042986357,0.47098491721130736,1.0,0.5314371513392548,0.015570110246711108,0.3834082210085669,0.008335260295858496,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_0_lambda_sweep_lam_0p0_20260522_235627
0.0,8.0,0.7,333,578.1615116094379,22.74152062058907,578.1615116094379,22.74152062058907,3.3105288669900808,0.184317053159874,17.440282971680713,0.31568611919184353,1.0,0.1879709789354411,0.009348396400434219,0.25154782871636033,0.00473530710454279,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_0_lambda_sweep_lam_0p0_20260522_235627
0.0,10.0,0.7,333,616.7722422936254,22.76638144471575,616.7722422936254,22.76638144471575,2.2881103416047357,0.15540729987846494,6.879798749474858,0.19798667802960232,1.0,0.009605086048620629,0.0025252523220503915,0.08166410543991252,0.0023689382530217165,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_0_lambda_sweep_lam_0p0_20260522_235627
0.0,12.0,0.7,333,623.7459082999874,22.908991913845412,623.7459082999874,22.908991913845412,1.8491454992420773,0.13905602817194698,3.1809215016016283,0.14466158435129498,1.0,0.01562080628143427,4.3888407074271444e-05,0.0302834760926728,0.001737232222306671,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_0_lambda_sweep_lam_0p0_20260522_235627
2.0,4.0,0.7,333,277.52582521282096,88.8025491878405,273.08848608715687,88.84185097055258,2.218669562832042,0.06338918415979672,9.827396950588,0.12612567375615447,1.0,0.15640048091035655,0.03439560913446821,0.24346569362176668,0.0042336825957111955,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_2_lambda_sweep_lam_2p0_20260523_001121
2.0,6.0,0.7,333,425.5535292683218,58.981026838922695,421.32922665603485,58.99941766423603,2.1121513061434305,0.07606339430870833,9.837396219841033,0.1776452722369657,1.0,0.10674553428760541,0.018662713332236385,0.1866198513606516,0.004005774744259895,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_2_lambda_sweep_lam_2p0_20260523_001121
2.0,8.0,0.7,333,502.08893363110025,42.041725107534255,498.2910297226571,42.05901057683124,1.8989519542216544,0.0806902188115907,8.820951604622362,0.12399803514108533,1.0,0.07875023360942102,0.020610955323172496,0.1354722621696825,0.002459302391424645,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_2_lambda_sweep_lam_2p0_20260523_001121
2.0,10.0,0.7,333,522.0663975040736,33.65976989999777,518.8847637774029,33.7028337700686,1.590816863335477,0.08282881574730751,6.5107592439891455,0.09402488064556123,1.0,0.028968163941614555,0.010875269097427353,0.08274224534291817,0.0014509949379223534,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_2_lambda_sweep_lam_2p0_20260523_001121
2.0,12.0,0.7,333,532.0167163136182,30.937773176937725,529.5013030723602,31.012185221179752,1.257706620628978,0.09103058545088179,3.1765204142028787,0.0762632110258027,1.0,0.03588103390273558,0.00148196071758941,0.03316644158765105,0.0005999387622766354,0.0,0.0,C:\Users\rabiei\My Research\safe-control-gym\models\F3731\reduced_lambda_2_lambda_sweep_lam_2p0_20260523_001121
